sentiment,content
0,ODIO la incompetencia de #Telmex
0,"Se cuelga a cada rato, son 3 días asi. @Presid_Movistar: Nada, si tienes problemas escribe a @AdriiReve: Que pasa con movistar valeeee???"
0,"Auxilio! Que pasa con Movistar?! Moriré incomunicado! :,-("
1,"Ay ya dejense de quejar de movistar -.- gracias a movistar se pueden comunicar con los demas, irrrga!"
0,"gracias @El3erEspacio están geniales las instalaciones, creo que starbucks acaba de perder un cliente jajajaja"
0,Que no mame telcel me desconecto a cada rato
0,Š—“@rperezalonso: Otra vez cortan mi servicio de @telcel aunque está pagado y repagado! Recomendaciones?Š—� cambiarte a IUSA
1,Tengo ganas que la pandilla Telmex me cante para dormir!. Como en los viejos tiempos...
0,"Esas facturas de @telcel son la mamada, ni desglosan todo y me llega 1 pinche día antes para pagar #Fail"
0,"Ah si, ahora le debo 700mil a Movistar porque ellos son panas."
0,Y sigue la mata dando inches necios los de movistar aun creen que son la mejor verlocidad de internet apestan x
0,Alguien sabe si puedo cancelar mi contrato #telcel pk no estoy conforme con el servicio?
0,Pero que pote la señal de movistar hoy
0,Hoy Movistar ha estado tan pero tan #Horrible
0,"A los que participan para ganarse un boleto doble para la 7Îé fecha de la Nascar México, les pedimos lean las bases: http://on.fb.me/rhnpEI"
0,"Ya ves pinche Telcel, para circulo de amigos, los de Google plus."
0,50 megas para navegar.. Jaja no mames @Telcel eso se acaba en 5 min. Usando twitter.
1,Qué rayos con la tormenta repentina! Me tuve que refugiar en un Starbucks! Vientos huracanados!
0,"Ah ok, llego a punto fijo y la red de datos #movistar sigue ASQUEROSA."
0,según telmex me regresarían la llamada a las 9 am  son las 10:30 y no llamaron será otro fin de semana sin entretenimiento gracias Telmex
1,#FF @Telcel que ya corrigió su 3G en la colonia Juárez delegación Cuauhtémoc!
0,Feooo!! :( j fue feo! #telmex
0,Que le pasa a movistar? No se envia nada ni se carga nada
0,"Jajaja me imagino como estara tu señal, allá movistar no sirve xd RT @AndreDemey: @PlanetDannyJ dejame ver si agarra el inter yercuñis"
0,"Qué mierda de cobertura de Movistar, no puedo ni Twittear!"
1,"\\?/ movistar respondió mi llamado, ya anda chévere de nuevo."
0,he intentado dormirme el dia de hoy 3 veces y cada que me acuesto suena el puto telefono y son los putos de telmex rogando q regrese a ellos
0,Movistar? Se pone gsm a cada rato RT @ElisitaPereira: Sere yo la unica con problemas de senal!!!! #fml
1,"Presentación en coyoacan...hoy en vez de café del Seven o de Starbucks, tomamos café del Jarocho..."
0,Cada día movistar esta peor ahora SOS -.-
0,"4 cortes de fibra a #Movistar, en diferentes zonas y en un mismo día es como para pensar mal que la intención va mas allá del robo de cable"
0,"Me voy a cambiar de Movistar, me han mandado 2 sms, uno a la 1.13 y otro a las 2.29 AM diciendome que mi saldo esta agotado...QUE YA LO SE!!"
0,Movistar hoy ha estado de lo peor! Que pasa? @Presid_Movistar
1,Igualitoo que aqui:p RT @NayibWessin: Aqui en Miami hay starbucks en cada equina..
0,"Puto man de telmex, Puto Dairo Moreno #FAIL"
0,"Alguien me puede decir que chi... pasa con el servicio de blackberry de telcel, desde ayer no hay nada que Putas paso?"
0,Maldito sea movistar es una mierda.
0,4horas con el peor servicio del mundo #movistar @Presid_Movistar resuelva no solo soy yo son TODOS los usuarios
0,Bb nuevo ya llega! Terrible esta carcachita q no sirve y movistar NO ayuda!
0,Y odio a movistar y todas las compañias telefonicas.
0,solo es cuestión de tiempo y movistar y claro hagan una copia de #tito y #godo saldo
0,Cuando todo falla (internet/telcel) lo unico q nos queda es #twitter....god bless u!!
0,hey movistar esta pasado de choro
1,Me cayo super bien el señor de telcel #*111 jajaja me ayudo a que tenga el mismo numero
0,"El servicio internet de Movistar es basura. Me ofrecen 2 MB de velocidad, acepto y la conexión falla cc @MovistarPeru"
0,Internet de megacable: te odio !!
0,El servicio de @Telcel para los usuarios de postpago es una basura! Media hora en puro menú de Marque 1... Marque 2...
1,"Netflix próximo a entrar en América Latina, quiero a ver a Claro, Movistar y DirectTV http://bbc.in/nlrm9G #tvporcable  #redessociales"
1,Yo tratando de convencer a medio mundo para que se cambie a Iusacell :3
0,He llegado a la conclusión de que Telcel abusa de su servicio de mierda para que al madrear a mas no poder nueŠ—_ (cont) http://deck.ly/~iHPKZ
0,"Los de movistar son unos estafadores, me sablean con cada llamada ÎŒÎŒ #movistar #movistarsucks"
1,Quero Starbucks.
0,Odio a TELCEL porqe no puedo mandar msj por el HEYWIRE
1,Ahora que acompañe a mi gordo al burger el me acompañara al starbucks para que me tome mi cafesito :)
0,un bubulubu o un tecnico de telcel !!! ando en el fara al rato creo k ire a xalapa
0,No puede pasar ni una semana sin que los hijos de puta de TELMEX me hagan hacer corajes. Î�Î�Î�Maldita sea!!!
0,Trabajando ando...q malisimo esta el 3G de movistar esta mañana..!
0,Š—“@RicardodGR: Y como siempre #telcel una basura desde el aztecaŠ—�/ sin señal 5 hrs!!! #asco pero ganamoooosss!!!
0,nuevo pin a pesar de ser del maldito #telcel  aqui está  Blackberry 25ff4d7f  saludos
0,Reportan fallas el el sistema de telefonia movil Movistar..no se puede hacer llamas y caido EDGE(2pm)
0,Una vez k tienes internet en el mvl...y te lo cortan xcq si (hijosdeputa ls de movistar) lo echas de menos...
1,"ajo veme, iva enviar un msj por la pagina de movistar y no me se el numero xD"
1,odio esas porkerias de propagandas de la tv de colombia...prefiero las propagandas de panama habla navega y chatea de movistar
0,Esperando a que me atientan en Movistar! Bye bb :(
0,"Amor es ponerlo en la lista de tus números gratis Telcel, eso es amor."
0,@elgalego: ^*^Îà**%*Îà$*%%*=(%*9'!Îà$ñ TELCEL//%=&amp;! **%*Îà$ !!!
1,Mas ganadores en #CityFut para #messiandfriends ! Gracias a @Telcel y fanatiks.com ! http://lockerz.com/s/118611952
0,"Viva mexico!!! RT @MascaraDeLatex: Telcel es como los policías de transito, siempre te terminan chingando."
0,"Me molesta en sobremanera que cuando realmente es importante comunicarme, #telcel sea una porquería :)"
0,Escuchando las quejas en #iusacell jajjaajjaaj pinche chismososssss
0,Ya son las 7 llego la hora de q #movistar me #rompalaspelotas #fatiga
1,quiero un #Starbucks :9
0,Como la mitad de mi timeline está quejándose de Movistar. Miren como me burlo de ustedes por yo ser Digitel.
0,Y despues de otras 2 hrs en telcel mi telefono sigue sin servir #noesdedios :S
0,Movistar de mierda! ;)
0,Telcel deberia de tener un servicio para bloquear llamadas entrantes.
0,"últimamente movistar esta lento, bueno mejor dicho re-lento..."
0,Gracias telcel por mi red el día de hoy!!
1,Como saltarse el capado de Movistar a los vídeos de YouTube http://j.mp/qqUcHl
0,esta falla de movistar no le vendra bien en los #TwitterAwards para el @Presid_Movistar
1,Huwwwwy @jeremykingg! Yo quiero starbucks ^-^
0,Que ironía esta lloviendo ? y funciona muy bien la señal de telcel.
0,"No vale la pena, Movistar no merece tus lagrima. En todo caso te presto mi hombro!!  RT @MarnieLopez: llorare!"
0,te odio movistar!!!!!!!!!!!
0,Movistar estas insoportable con la se#al coooo
0,Que pasa con la cobertura de movistar... no tenemos cobertura en la Urb. El solar de la Quinta en los Teques @Presid_Movistar
0,@MadreModerna: Estoy recibiendo sus quejas... hasta el momento el 99% son contra @telcel y @telmex Alguien mas?// como vez @carloseslim
0,"Telcel con sus tarifas como si hablaras a Timbuktú, y Nextel que nunca tienes señal y/o si usas datos ya no entraŠ—_"
0,"Movistar caido desde las 5:30 am justo hoy que alguien tuvo un lindo detalle conmigo... @diegutierrez84  gracias, recibí las pastillas!"
0,que pedo con los mensajes de iusacell que no se mandan??
1,El tamanio de mi panza es proporcional a mi adiccion a los brownies del Starbucks. #HeDicho
0,Buenos días :) mi otra linea sonó y tengo tanto sueño y pereza ver quien llamo ya les he dicho todo al Movistar 24 horas pero al Movistar
0,A q el miercoles movistar se pone piche y a nadie le dan los 30min =$ jajajjajajajajaja xD
1,El beso es lo de menos mientras me traigas un Cafe de @Starbucks
0,"Se sabe que Telmex es de Salinas, y Slim es el presta nombres. Buuuu"
0,"Una cosa es ser muy guapo y salir en la tele, y la otra es ser TAN feo que telmex te contrate #picale"
1,El internet de movistar raramente se esta comportando bien ahora :)!
0,Î�Mergas! el maldito celular hackeado no activo la alarma por sus estúpidos mensajes telcel imaginarios llegue tarde a la chamba -.-
0,"Me llego una tarjeta de #Telmex donde decía que me duplicaban la velocidad gratis y ahora pasaria de 2megas a 4megas, y yo pago por 4 ÎŒÎŒ"
1,Î�Este domingo #añobicentenario tenemos llamadas de fijo a móvil Movistar gratis! Î�Corre la voz y comparte! (via... http://fb.me/Dx4QQtKA
0,Cuál será la excusa de hoy de movistar q la data no ha servido para nada? #indepabis #abuso
1,Esta rico el café en grano que mi mamá paso a comprar al Starbucks
0,Movistar Chile en Punta Arenas es lo mas lentome falta el respeto
0,"Muy mal el 911 de movistar, llamas por una emergencia y sale una contestadora con un mensaje de casi un minuto y opciones numéricas"
0,Fiscalia inicia investigacion por seguimientos ilegales a telmex colombia y funcionarios del area legal de telmex
1,"Aw,starbucks alegra mi mal momento, nada como que te regalen un cafe tal y como te gusta...cute guy"
0,odio TelMex mas de lo que odio a la mesera de los orientales
1,’_ un msj *-* ......Hoy es dia movistar exclusivamen... :C
0,movistar es la porqueria.
1,Starbucks convierte el clásico buzón de sugerencias en un centro de atención al cliente y de búsqueda de ideas Î�Genial! #cintermed
0,Ahora su pin =| que de pinga movistar y digitel mamenla! #digitel #nohayseñal #digitel #nohayseñal... #digitel #nohayseñal
0,Creo que por primera vez Digitel funciona mejor que Movistar #digitel #nohayseñal #digitel #nohayseñal............ #digitel #nohayseñal
0,Telcel 500 pesos de internet al meesss!!! En iusacell esta en 130 el mes servicio para BB
0,Quizá sea porque no todo es territorio #Telcel =P
0,Jajajaja RT @_ricardosis: Movistar NO ME COBRES LA RENTA! Puta sea...
0,"Formado en telcel, hueva xD"
0,"Estoy pensando en demandar a TELMEX por aun no haberme entregado mi iPad 2... Es buena idea, quizás tenga alguna... http://fb.me/17wkQamH5"
0,"@manolonajera: F***in red de IUSACELL, se volvio a caer :s // la de Telcel está de mirame y no me toques cambiate a Nextel!"
0,La prueba d pago a la nación @NelsonBocaranda es la planilla d liquidación. Expide MTC; Telcel entrega a BCV; éste devuelve a Telcel.
0,Que patético esta movistar hoy :s
0,movistar es una porqueriaaaaaaaaaaaaaaaaaaaaaaaa
1,Hey soy la ’_nica o todos cambiamos de #Telcel a #Elcel ? Así aparece en la parte de arriba de la pantalla de mi cel Jajajaja
0,Saltandonos el capado de Movistar a Youtube usando los DNS de REDIRIS (Andromeda) http://bit.ly/pKOG4h #youtube
1,"Î�APROVECHA! Ahora con Movistar Habla, Navega y Chatea GRATIS en TODAS tus recargas de $3 a $15!!!"
0,Espero movistar resuelva sus problemas para mañana por que no me esta gustando la falta de 3g
0,#NoMamar Con los routers @megacable tengo que hacer tethering si estoy en el 1er piso de mi casa.
0,ahh ok GSM todo el dia movistar de shitt!
0,Odio Telcel no mms otro año para cancelar el che tono!! Jodanse LOS ODIOOOO!!! Kiero llorar literal
1,Starbucks más barato en promoción de Facebook: Los amantes del buen café que tienen un establecimiento de Starbu... http://bit.ly/n69caB
0,Me desespera sobremanera la inestabilidad de la señal de la red 3G de @IUSACELL en Toluca. La red más rápida de México Î�Ni madres!
1,Te digo por DM :* RT @saileg ajajaja porqe? RT @enjovior: Estos Mensajes Gratis de Movistar me deprimen u.u
1,Hablando con sac de Movistar... No sé si me lo van a solucionar pero son muy amables #sorpresa
1,"Querido Telcel: Hice unas llamadas con Roaming, y no me las cobraste.Gracias. Por eso te quiero."
0,Vendo blackberry BOLD 9000 movistar y radio pionner AUX mp3 par auto =)
1,"Marico no puede ser, movistar regalando megas hasta el viernes y yo sin renta... #Foreverpobre"
0,Alguien mas tiene problemas cn el Internet Móvil de celular #Movistar? O es xq acá tengo pésima señal... Está lento y se pega :/
0,Mi top 5 de #terribleservicio 5. @lmpolanco 4. KFC 3. + Kota 2. cablevisón y en primerísimo lugar 1. Telcel
0,"esta demasiado lento. RT @Silvanamontilla: MOVISTAR, reacciona!!!!!!!"
0,Hoy domingo  10/07 todos los fijos movistar que tienen saldo positivo puedes llamar gratis a los móviles movistar APROVECHA DE GUINDARTE
0,"Sin Telmex ni Telcel en @tapanatepec, veo cuán dependientes somos de las telecomunicaciones."
1,"Movistar,muchisimas gracias,como mi día ha estado tan de pinga,tu y tu señal Bolivariana socialista me han causado mas tranquilidad y paz!"
0,Es de mamas confundir blockbuster con starbucks????
0,Ya pss yaa@ErixsonNuggets: Hoy Movistar esta de un malo. :(
0,Solo yo no puedo entrar a movistar.cl? cc @movistarchile
0,Fuck! #TELMEX como aumento la señal del Thomson TG585V7 es LO PEOR DEL MUNDO!
1,como piensan en los detalles jajajaja con starbucks y todo!
0,Esto es una broma!!! llamo para reclamar a #movistar x cobros en el celular y al rato m llega un mail ofreciendome otra linea? #fail!!!
0,"Por cierto anda la idea de q el internet d stas operadoras miserables Movistar/Claro tenga limite en los BB, si alguien sabe algo avisen xfa"
0,Los de telcel son bien pendejos
0,Ya vamos a empezar #Iusacell?? Mi red se pierde mucho y actualiza demasiado lenta!!!
0,"O seeeaaaa, ve a una tienda telcel y cómprate un amigo...ya no friegues..."
0,Quien fue el hijo e puta que propuso la idea de que los megas de navegación sean tan caros en movistar?
0,Qué hace esto en #Starbucks ??? #maltratoanimal http://instagr.am/p/HPInZ/
1,ahora siii..los ultimos 40Î‚min de laburo merendando con un delicioso #muffin de arándanos de @Starbucks   =)
0,Que mier... esta conexion(net) que ofrece telmex para monteria :( no se pa las demas ciudades
0,Asi con q te llame Movistar y te ofrezcan una SUPEROFERTA pa q te  cambies...y sea mas cara y mas mula que la q tienes. FAIL!
1,En Movistar mi empresa amiga
1,tusecretoar.com.ar Hombre | 16 Años: Llamo a movistar solo pq me encanta cantar y bailar la músiquita que ponen de... http://dlvr.it/Z4k52
1,Según yo solo venia al #Starbucks x 15 min máximo y llevo 2 horas entre libro y el chat #quedesuehacer
1,Activar o reiniciar la clave de su buzón de voz desde #MiMovistarOnline en www.movistar.com.ve ahora más fácil y cuando gusten.
0,Aaaaa hoy era el ultimo dia para pagar mi cel!!! Ush tendre q ir mañana q horror!! #telcel te odio jaaa
0,se cayo la red de datos de #movistar...
0,#NAME?
0,"Preparado para empezar una semana mas de trabajo encerrado en telmex, pero con la pila puesta! Buena semana!"
0,1.- que mamada es esa de que en Starbucks el chico se llama alto
0,Maldito telcel rata!!!! Vamonos todos con movistar!! Que todo México sea territorio Movistar XD
1,quiiero un MOCA de starbucks :(  &lt;/3
0,Cresta no puedo apagar el cel hasta q me llamen d movistar x la banda ancha #shit
0,Vive la vida nocturna no le pares al sueño RT @LuzmeryRomero: Mi internet se pone rapido cuando tengo sueño. Morite movistar u.u
0,"A veces pienso que telcel está enamorado de mi, me mando muchos mensajes! es un stalker..."
0,Siempre vengo al @Starbucks y cuando me toca un tipito que no se sabe como pido mi cafe me molesta sobremanera
1,"No hay nada mejor que un café de Starbucks y una buena película para pasar un viernes en la tarde, je."
1,Quiero STARBUCKS :) ya me envicie :| ?
1,Vamos a telcel!!! :D ya porfin cambio a mi celular!! :D
0,Y oficialmente llevo 24 hrs sin internet en una #BB gracias a @IUSACELL
0,Me dicen que tampoco hay señal de Movistar ni Nextel en #Uruapan y #Apatzingan
0,Telcel es la Red ... Pero red de pinches cabrones que te roban por un servicio de mierda!!
1,"Nuevo Blackberry de venta en movistar, excelente modelo!! Ya yo tengo el mio o/ http://lockerz.com/s/117415404"
1,Bieeen!!! aplausos pa' movistar xq me escucho (y)
1,quiero un starbucks -.-
0,#PasalaVoz Ya se dieron cuenta d la basura q es @Telcel o quieren mas pruebas?? bloqueo #HeyWireCambiat a la q quieran mens #Telcel #Fraude
0,"Fewwww, casi muero, pero veo que varios tienen problemas con Iusacell y la red. Seguro lo están mejorando #memiento"
0,JAJAJA YA EL MIO SIRVE iijijijijijiji RT @AdriAlmarales: Que bien! Soy la única que no tiene internet movistar desde las 9:30am?
1,Que rico starbucks venit moka blanco con jarabe de almendra!! =D
0,"eres una porqueria movistar, te pagamos lo q cobras, y te pagamos al dia, da un buen servicio"
1,"Fundación Telmex, en pro del desarrollo de México http://dlvr.it/ZpgbH"
0,"Fucking cobertura de @telcel de popó en dimensiones epicas, carajo!!!"
0,"Para comprar en la tienda @Telmex, Îènecesita ir el titular de la línea? quiero comprar un teléfono fijo, soy cliente infinitum. Saludos!"
0,De tanto pagar en #telcel me duele la cabeza horrible
0,"Tenemos Fallas en el Servicio d Datos por Un Corte d la Fibra Optica en las Reparaciones d La ARC, Disculpen las Molestias Causadas!Movistar"
1,http://bit.ly/qYJA3h La pareja perfecta para una tarde lluviosa u.u ... Quieroooo !!!
0,Las cadenas de movistar #PURAMENTIRA:@
0,"De verdad que me encabrone, no me robaron mi cartera, pero si mi celular... y supuestamente no tiene seguro, pinche telcel come caca"
1,Requiero de un Starbucks en mi rancho!
1,Si Tienes Movistar envía: VOZ al # 514 y te dan 30 min y DATOS al 8950 y tendrás datos de Navegación 50 MB.  Por molestias ayer. Confirmado
0,seguro que en el noveno círculo del infierno es obligatorio contratar Telcel 3G...
1,#movistar funciona bien a esta hora #ameisin :o
1,"Vayan al gran desfile Telcel , el 16 de julio en reforma. Habrá grandes bailarines, payasos y malabaristas @mx_df"
0,Quien me pasa saldo? Tengo un telcel ! Jajajajajjajajaja
0,Definitivamente MOVISTAR es una PORQUERIA !!!!!
0,"Cada vez q compro un café en Starbucks, me sale más caro q una hora de mi trabajo en Marriott en USA. A propósito de Starbucks en Huelga."
0,"Maldito telcel, maldito telefono, maldita red lo que sea los odio tenian q acabar con mi dia :'( !!!"
0,"Teleoperadores de Movistar, Son Uds verdaderamente incompetentes y si de verdad quieren ayudarme,  beban cianuro ahora. Gracias."
0,Porque yo no le creo a telmex :@
0,4 años de vida ese modem de #Telmex pero que lata es quedarse sin el!!
1,El lunes si Dios quiere ire a telcel a hacer unas trampitas de factura con mi primo el que trabaja ahi :)
0,Movistar te odioooooooooooo!!!!
0,definitivamente movistar no sirve! dos días me tienen del 811 al 411 y viceversa y no solucionan el problema @MovistarVe @Presid_Movistar
0,Pues seguiré quejandome de TELMEX por su mal servicio y falta de compromiso al arreglar desperfectos por fŠ—_ (cont) http://deck.ly/~1wH7t
0,"soy tan #foreveralone que solo me llegan mensajes de TELCEL que ya pase a pagarles, pues no voyyy y a ver como le hacen jummm U.U"
0,"Solo cuando Telcel regala algo y dan buenos comentarios hace RT, deberia tambien hacer RT de sus servicios que fallan siempre! //Cc @telcel"
0,Primera que vez desde que tengo BB que la señal de Movistar es una shit
0,"Movistar hoy mal,mal, maaal y pa mas verga sin luz!!! -.-' saludame a tu mama @chavezcandanga"
0,Movistar sucks! Por lo menos hoy!
0,"Maldita red 3g de telcel, ya tengo casi 48 hrs incomunicado! Y la empresa, bien gracias, cobrando el internet mas caro del mundo!"
1,Cristina Suarez dice que en la aldea hay movistar (eso es mas mentira ) que bien no ? xD
0,Ahora si te la volaste #telcel me dejaste 2 dias sin servicio #nomechingues
0,Quiero ir por un frappe a starbucks a ver sí me quieren llevar estos ineptos
1,Buena onda arrancar el dia laboral en starbucks estoy destruido
0,Veamos cuantas maldiciones hacia Telcel veo hoy :)
1,"Tramites...ayer en telcel y hoy en telmex, mucho mejor el segundo!"
0,y tambien estupido telcel e.e' me voy a cambiar a yoo ._.
0,Me dejo o telcel o cablevisión 11 min sin internet....
0,odio ir a telcel!
0,Solo movistar te pone un contrato de permanencia de 21 meses ÎŒÎŒ ÎŒÎŒ gracias por no dejarme cambiar de movil ÎŒÎŒ
1,Un chocolatico de Starbucks @nanyflak que exito! :D
0,Movistar me odia y yo odio a Movistar... eso es a lo que yo llamo un sentimiento recíproco.
0,guevo es el mismo pero ellos les dio la gana de bloquearlos @eMeGeLe asi porq somos movistar y te bloqueamos tu mierda
0,Me doy pena porque de tanto starbucks voy a terminar redonda y lo unico que voy a poder hacer va a ser ver GG #Fracaso
0,pinche telcel te la mamaste qee me vayas a dar mi cel en 1 mes #jodansealaverga
1,OMG las ganas que tengo de un starbucks!!! YA MISMO!!!
0,Después de 2 días ya tengo Internet pero sigo sin teléfono #WTF con Telmex :S
0,comprate un iphone y tira esa verga al lago!! Š—“@lfav2404: ODIO mi telefono y ODIO a movistar :)Š—�
0,porfin pinche #telcel ya era hora
0,Movistar tendrá que pagarme la renta por un año.
0,"POR FIN LIBRE DE TELCEL, YA CANCELE UNA RELACION DE 7 AñOS POR MAL SERVICIO Y COBROS INDEBIDOS, AL FIN LIBRE"
1,Otra vez tengo internet jaja gracias Telcel xD
0,"@baramericas: Telcel es una basura monopolica y cavernaria, todas las campañas vía celular las ha bloqueado."
0,A quien se le ocurre poner un starbucks sin baño!
0,"y llamo a movistar y me dicen que el pedido está en provisión... que está pedido, q yasta, q me espere... llevo 3 dias esperando..."
1,como que me cambiare a Telmex mejor.. 4MB de Banda Ancha + TV Cable + Telefonia ilimitada .. 73Mil Pesos y me lo instalan en 2 dias :o
0,"Shot, Movistar me dejo sin linea!!!!! Y me corto una llamada, que servicio, ni modos, mejor cambiare a Telcel!!!"
1,starbucks te quiero
0,"pago los dias 22 y luego el 6 telcel ya me está diciendo que va a vencer mi fecha de pago, osea como?"
1,"Estaba rico el café que me dieron a probar en Starbucks, y eso que a mí no me gusta el café jaja. Así que debía estar muy rico :P"
0,Cada vez que dais los buenos días en twitter otra persona se va de Starbucks porque no tienen un puto café con hielo normal
1,Soy la mas fregona en venir al starbucks y quedarme hoooorassss Y QUE??
0,ES UNA MIEEEEELDA! RT @EveCess: q tiene movistar?
0,"Se quieren ver muy elegantes tocando Para Elisa en su grabación, pero parece flauta del pájaro choguí. #telcel"
0,@JoseHuertaLeon: RT: @FelipeSolorza: @hdazzzap descuento movistar arena samoa?// averiguaré el lunes y lo chupa el martes?
0,Insisto modem chafa de #Telmex Ya lo cambie y el que me dieron no sirve #PareceDeJuguete
0,Alguien puede hacer llamadas de Telefono Fijo (telmex) a celular (Telcel) ???? por que ami no me deja !!! u.u #veracruz
0,Otra vez el maldito #Megacable! Es una porqueria! Y es #superdomingo de futbol! #yavalio
0,#noesdedios q despiertes y los pendejos de @Telcel te hayan cortado tu celular pq no han hecho el cargo a la tarjeta y ya te jodieron el dia
0,maldito Internet no se que le sucede a mi BB ni siquiera twitter esto es grabe iré con algún servidor telcel  en serio me preocupa :D
1,"Mi conclusión sobre Cielito Querido Café: Me quedo con Starbucks, al menos es la idea original. pfff...."
0,Levanta Movistar pero vuelven atacar.. http://bit.ly/pbqaWW
0,Que raro movistar dejandome incomunicada!
0,Si la atención al cliente en Movistar fuera tan buena como la atención que te dan cuando das de baja el servicio (en que te ofrecen todo)...
0,Que onda con telcel?? Ya estoy aquí y no llega la grúa!!
0,Debo ser de los pocos españoles que están satisfechos con el servicio de Telefónica @movistar
0,"Imagina un servicio de internet inalambrico completamente gratuito, esto es lo que #telcel no quiere que pienses http://t.co/DsTYv1S"
0,aguante la huelga de @Starbucks chile... por que tu cafe no puede costar mas caro que nuestra hora de trabajo!
0,Ya valí -.- estúpida señal de sky -.- y ahorita empieza telcel &gt;.&lt;
0,Que dicen los de Megacable que me mandaran a un tecnico!! Que eficientes estos muchachitos :)... desde Mayo estoy asi T.T
1,"Sigo en proceso de transición. Iusacell me dio un número provisional, mientras convencen a Slim, para que me libere"
0,"Jaja pf dan un numero para llamar por dudas o aclaraciones desde tu telcel intente llamar y no sale, dice q esta bloqueada #nomamar jaja"
1,Rt @T_h_e_Butcher     probé la velocidad de red del @IUSACELL  no tiene comparación con esta madre de @telcel
0,Confirmo la teoría de @dagercol Movistar se roba descaradamente los megas.
0,Movistar te odio ?
0,Telcel es una mierda TOTAL!
0,"MEGACABLE es un asco en vez de mejorara su servicio digitalizado salio mil veces peor, pero ahi seguimos, alguna otra propuesta?"
0,"Movistar no puede ser mas piche, por que los expropia el gobierno, #SOSVomistarVE"
0,Ya suficiente bilis por un día que chingue a su reputa madre telcel
0,Eit @Telcel enganas no todo mexico es tu territorio!!
1,Abriendo el BlackBerry Curva 8900 de Movistar Venezuela http://t.co/IESVpbp
1,Cada vez que escucho Hey soul sister 88' pienso en #movistar ahahaha Lol :B
0,Creo que no hay internet aqui que chafa anda #Telmex
0,ay pinche telcel va  a hacer un desfile tipo dia de accion de gracias en NY
1,Ya me cae bien #iusacell otra vez :D
1,quiero un starbucks en santiago!!!!!!!!!!!! #hedicho
0,Movistar como cosa rara hecho una mierd*!
0,Sin internet y sin blackberry gracias a #movistar :@ #mierdastar
1,"Este estuvo bueno.Más de 3 horas de Cornell solista, Temple of the Dog, Soundgarden y Audioslave el 2009 en el Movistar. http://t.co/Aw2Wezk"
0,"el #infinitum de #telmex es la peor porquería. Llevo más de 20 días sin internet, por supuesto me cobraron como si fuese excelente #apestan"
0,"Qué fuerte, Movistar nos ha intentado cobrar nada más y nada menos que la escandalosa cifra de 123ŠäŒ de más..."
0,#terribleservicio de @IUSACELL en #merida siempre se me va la señal en cualquier parte de la ciudad.
0,"No sé en qué mundo el 4 g de Iusacell es de 25 g. Es una porquería, súper lento."
1,"NETFLIX (NFLX), STARBUCKS (SBUX), AMAZON (AMZN). 3 ejemplos alcistas para dormir bien http://is.gd/bjriMN"
0,No mamen con el Iusacell de campestre merida
0,Qué huevos tienen en @Telmex! La pinche operadora me colgo.
0,@richdush: Asi o mas lenta la coneccion de telcel??//vivo con eso ? maldito #telcel
0,"Hola, soy Telcel y esto es Jackass *Me vale madres mi servicio y ustedes se conforman*"
1,Outlet d equipos celulares telcel.. Rebajados de su precio. + tiempo aire
0,Entre @Telcel y @Telmex no se hace una !:(
0,"Solo a pasado 1 dia de los 3 que estare sin internet en el modem, te maldigo telmex .i."
0,Š—“@peajeindomito: la pasá ordinaria de Movistar a Wake Up de Arcade Fire me hace sangrar los oídos
0,movistar pin caido .. que ladilla vale si no es una cosa es otra :S
0,"Nos leemos en la mañana, bueno si el internet de @IUSACELL ÎŒÎŒ me lo permite!"
0,"#Telcel es como los policías de transito, siempre te terminan chingando."
1,"#Movistar De 5 a 10 en honor al #bicentenario SMS libres con el 8986 mas numero, a todas las redes locales! Yupiiiiii @faleja"
0,Yo también creo: Si TODO México es territorio Telcel xq chingaos no tengo señal?
1,Un inmenso agradecimiento a #Telcel por el apoyo a FANATIKS y hacer posible el evento MESSI+FRIENDS! Compra tus boletos! ticketmaster.com.mx
0,:'( es culpa de movistar :'( enviame mensajitos jaja @ricardovfinol: Que bueno seria si a @Malegamor le llegaran los pin.. -.-
0,Porfavor ayudenme tengo problemas con la red 3G de iusacell http://bit.ly/oUYfuZ
0,Provoca quemar Movistar con todos adentrooooooooooos!! :@ #SufroComoAbrahnEnQQSM
0,Joder con el mentado servicio de TELCEL!!! Apesta... para variar!!!
0,ValE pa pura rEata #movistar Enserio con los msj que envío y nunka llEgan o llegan retrasados
0,como es posible que no contesten en ninguna linea de telmex!!
1,"#FF a @aivincastillo que está estresado con tanto trabajo en @Telcel, nuestros usuarios siguen aumentando !!!!"
0,Que raro movistar teniendo peos.
0,En tucupita movistar vale verga RT @Kamc_: Que mierdita es movistar vale!
0,Movistar hoy se ha llevado mis mas sinceras mentadas de madre
1,"Nokia C6-01, cómo conseguir el Nokia C6-01 gratis con Movistar http://bit.ly/qRKh8Q"
0,Es un hecho comprovado telcel prohibio y a su vez bloqueo los servicios de mensajeria via HeyWire entre usuarios de esa compañia #telceldekk
0,"Arre coño, des euros no móbil non duran nada... A culpa é de Movistar, ou de Lotina, quen sabe."
1,Pantalla Movistar en el Parque de la 93 en Bogota para la #CA2011  http://twitpic.com/5nq7pj
1,"De paseo x sol, 1 starbucks y a casita!"
0,Movistar es una porquería u_u
